dateTime,blockNumber,timeStamp,hash,from,to,value,tokenName,tokenSymbol
2024-09-29 15:51:47,20857309,1727625107,0x7aed6f23c022a09c05dc8f90fd80b4012beaf3002a4526462f5e5e73b8e01f8a,0x97f1f8003ad0fb1c99361170310c65dc84f921e3,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,100000000000000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0x1246e490308db61dca45ead613f47430de3830ad,1000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0x7e99042e82204df12c3d783c6795e8b7ddcf3fce,1000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0xba57a914b20840c2b0df8f4152cca2e4960beff1,1000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0xf7c9c6bfc102e09a64c6b2248c3d4cb8e01360aa,1000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0xee7f7f53f0d0c8c56a38e97c5a58e4d321a174dc,1000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0xf32e3596f555546acc4ad6ef67e1abf36b134748,1000000000000000000,World Liberty Financial,WLFI
2024-09-29 20:07:23,20858584,1727640443,0x1fa560f8d2b1d7b487758fad869fd81961f6cc16276dade534a550d30868f120,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0x2887f96c5b3dc08dbe1312017310b2f26b228e31,1000000000000000000,World Liberty Financial,WLFI
2024-10-10 16:13:35,20936333,1728576815,0x97d5ddb7def4d3de7d1f57d18f2838e7a10d54569a4cb2840f64124a79156799,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,20000000000000000000000000000,World Liberty Financial,WLFI
2024-10-10 19:17:23,20937251,1728587843,0x762185ebc3ece93dc685f01a0db7c892885d3bf9fb940920587afa7009e08c3d,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,0x1246e490308db61dca45ead613f47430de3830ad,15749999999000000000000000000,World Liberty Financial,WLFI
